BlockNo,Area,Zip,Geom
307132,174560,"11223","(-73.96609744936168,40.596690362073254)"
202455,147947,"10456, 10451","(-73.91924244768624,40.82916642646704)"
202530,193300,"10452","(-73.92782024791977,40.83992291406841)"
507710,1547556,"10309","(-74.2244875754229,40.505449899624445)"
307624,160000,"11210","(-73.95143287199083,40.62261429724308)"
502115,323202,"10314","(-74.16594553845256,40.59604693127963)"
205933,2528214,"10471","(-73.91089100353079,40.90870441125033)"
307374,134100,"11229","(-73.95721413987829,40.59555149934827)"
401720,2000,"11368","(-73.86272904960417,40.756228708711234)"
306841,140000,"11229","(-73.94027108329657,40.60818197930787)"
414083,110268,"11414","(-73.84089204499176,40.649493664872615)"
503095,865744,"10305","(-74.06998496224017,40.59969167982099)"
204363,132000,"10469","(-73.8581317512792,40.860416052970905)"
504618,95404,"10308","(-74.1490358979625,40.555838813642886)"
202820,130552,"10457","(-73.90998727284129,40.841693132628805)"
306380,131457,"11214","(-73.99513078507759,40.6013216950514)"
300582,212400,"11231","(-74.00384621718486,40.672791593842824)"
404529,139008,"11357","(-73.81109792251667,40.7910189344758)"
416162,62501,"11694","(-73.8295749522818,40.58367712501121)"
301222,174969,"11213","(-73.94303334855991,40.675279966244126)"
202965,405361,"10459","(-73.89388026215585,40.83234269857547)"
304623,130569,"11203","(-73.92758402139661,40.657670706817804)"
413987,108000,"11414","(-73.84430250081611,40.659411290053846)"
501277,324748,"10303","(-74.16973505593629,40.636654998225936)"
306250,139997,"11214","(-73.99436283391861,40.61007351495164)"
202578,139955,"10455, 10454","(-73.90951396908935,40.810620766730025)"
305239,193200,"11230","(-73.95969256122159,40.63414185954582)"
301716,152920,"11205","(-73.95541397887627,40.698045789894444)"
307961,153364,"11236","(-73.91595931533625,40.64075894435698)"
306740,145030,"11230","(-73.96305400787625,40.61644908080294)"
301686,150522,"11233","(-73.93010892726613,40.680698641317505)"
411464,163600,"11414","(-73.84884482417056,40.66412636770869)"
505552,221000,"10308","(-74.15784324169778,40.56340535571285)"
501077,109532,"10302","(-74.1344182241388,40.63744885148147)"
502827,324279,"10305","(-74.06622029588459,40.616297098446104)"
303958,129084,"11208","(-73.88130370995903,40.67999708983479)"
503037,154947,"10305","(-74.0744089099897,40.6040468704027)"
100870,163233,"10003","(-73.9884414510657,40.734305297317874)"
102203,99917,"10034","(-73.91823783760643,40.86371494721984)"
302740,81554,"11211","(-73.94405723441352,40.717793868940845)"
303284,69951,"11221","(-73.92430208698407,40.693749689133604)"
306193,151394,"11204","(-73.99568598176762,40.61555982278561)"
100726,158000,"10001","(-74.00023284458331,40.750535971264696)"
100562,119062,"10003","(-73.99246975845533,40.732552744595274)"
503800,70000,"10306","(-74.09265390217385,40.573779175740206)"
409159,134580,"11417","(-73.84515075128375,40.67766667407066)"
406033,6233,"11361","(-73.78574899975874,40.76987882980522)"
100577,189970,"10011","(-73.9955004788946,40.73631761908747)"
301064,69844,"11217, 11215","(-73.97200712469187,40.67350865791)"
411868,2500,"11420","(-73.81493708465032,40.66738524935118)"
303426,110001,"11207","(-73.91199419877482,40.68485378754185)"
505798,120300,"","(-74.19370738569981,40.560182981412915)"
403490,60750,"11385","(-73.90302192687632,40.705676257678206)"
101583,126018,"10028, 10128","(-73.94568704595106,40.77578996452444)"
500827,34985,"10314","(-74.13637713143805,40.60304542269026)"
501660,66880,"10314","(-74.15623511236066,40.61896566476095)"
100748,219500,"10011","(-73.99928275921536,40.74674858652143)"
507453,74700,"","(-74.23096839603905,40.53160248359732)"
503756,95878,"10305","(-74.08413569968685,40.578245168524184)"
202569,90748,"10454","(-73.91180864944045,40.805479425003554)"
301723,510000,"11206","(-73.9427138727745,40.69949352641135)"
307866,140000,"11234","(-73.93304230031579,40.61848470598292)"
204132,147542,"10461","(-73.85260801511484,40.85109399166245)"
101264,184488,"10020","(-73.979498163722,40.758279288415885)"
303312,85078,"11237","(-73.91272293868603,40.703114171302104)"
410782,992,"11429","(-73.73437387007145,40.715803889409166)"
507749,88000,"","(-74.22843451669091,40.516154782091654)"
503158,48005,"10304","(-74.08591324019035,40.60500977632456)"
304539,87810,"11208","(-73.8577083201179,40.66614432320592)"
302946,50420,"11211","(-73.9274200588569,40.714707876468076)"
400697,2200,"11103","(-73.91244203832203,40.76241999376529)"
503118,79268,"10305","(-74.06521083138745,40.597719687194136)"
409092,41507,"11416, 11417","(-73.85075894682434,40.6810490918527)"
409609,207,"","(-73.81483447476488,40.68591608666935)"
101776,83929,"10035","(-73.93545614834072,40.80565184888848)"
413668,5605,"11422","(-73.7326942890998,40.653444624042)"
300430,125113,"11231","(-73.99042861885859,40.68068446769671)"
408886,47317,"11421","(-73.85213629928414,40.69657829982625)"
400457,110309,"11101","(-73.94538603957106,40.751587064285644)"
503040,467160,"10305","(-74.07422077196179,40.60105280706744)"
302371,112655,"11211","(-73.95252130435134,40.713468110335064)"
100021,52880,"10006","(-74.0127022386231,40.707284785736306)"
204318,144608,"10462","(-73.86712604130193,40.855564372824276)"
301688,747200,"11233","(-73.92385806958832,40.68036587721773)"
500355,580771,"10310, 10302","(-74.12845590903765,40.624212106819186)"
100126,42391,"10007","(-74.00970408101803,40.713828590484766)"
500894,1252794,"10304","(-74.10935409611004,40.59021707128151)"
203740,172050,"10472","(-73.87840364577734,40.827345872814476)"
306816,140000,"11229","(-73.9420922265634,40.6098134962775)"
307848,146266,"11234","(-73.92671231245328,40.62249065467365)"
306717,160005,"11230","(-73.96070410893866,40.624009991585886)"
203829,158370,"10462","(-73.84636516621643,40.832181378027826)"
501086,326923,"10302","(-74.13860000251093,40.63868913871566)"
300007,121478,"11201","(-73.98903800665424,40.704292153202054)"
303679,152239,"11212, 11207","(-73.90365002294548,40.67431706965388)"
303967,61932,"11207","(-73.88625072755366,40.67666140109486)"
300450,121389,"11231","(-73.99407968261009,40.67933727440131)"
305699,140052,"11219","(-73.99376321257657,40.62826684845547)"
303994,77502,"11207","(-73.89002794425987,40.67343208331674)"
400628,119560,"11103","(-73.91793849057419,40.76637354343895)"
307330,148500,"11229","(-73.94635250262586,40.601088163805855)"
302096,99489,"11217, 11201","(-73.97808031830097,40.68874165907201)"
500867,352926,"10304","(-74.1072803776951,40.59782924564979)"
507082,102751,"10309","(-74.2183750973112,40.54562279829632)"
506407,90176,"10312","(-74.17031963389203,40.529898763877696)"
501974,99279,"10314","(-74.13508301797634,40.59788122056947)"
100566,78086,"10003","(-73.99532249272093,40.73221204855479)"
204105,144449,"10461","(-73.85170541493557,40.847131829516094)"
304634,78117,"11203","(-73.93324034519806,40.655806408232834)"
301538,137529,"11233","(-73.91234221057547,40.67900076263672)"
403988,76700,"","(-73.83492771493779,40.78914034362775)"
505125,51375,"10308","(-74.14467175356884,40.55123425754666)"
307134,168670,"11223","(-73.96336429795406,40.59698762907234)"
404176,242122,"11356","(-73.83762590494317,40.780871650213484)"
300595,1072449,"11231","(-74.0182857411542,40.677135805071785)"
501659,173905,"10314","(-74.1552903806091,40.6196812549993)"
300960,142013,"11215","(-73.97735356733263,40.67400103976996)"
302827,41830,"11222","(-73.9433892756408,40.72016788942274)"
301000,139225,"11215","(-73.98200024666725,40.66837580720865)"
308706,32262,"11235","(-73.95932037136136,40.57979300875352)"
500333,60490,"10314","(-74.11900758314206,40.61878870578779)"
101110,0,"10282","(-74.00136211092746,40.7670474666803)"
205906,54533,"10463","(-73.91229024141377,40.88862593452624)"
502847,358557,"10305","(-74.06994200911956,40.614785693116914)"
305071,199839,"11218","(-73.97004994953747,40.64735899594619)"
501318,1868282,"10303","(-74.1746923540987,40.6371733664193)"
202846,154211,"10452","(-73.91499839316195,40.843142520096066)"
400631,164959,"11102, 11103","(-73.91720014837554,40.768619334978915)"
504070,158842,"10306","(-74.10608915092472,40.560838329856125)"
302227,125000,"11206, 11211","(-73.95315982982449,40.70408509390063)"
307462,173497,"11235","(-73.95187392390629,40.58712599980697)"
404477,81825,"11357","(-73.81957580523782,40.791816535735826)"
300489,39375,"11232","(-73.99942320090473,40.67115992837288)"
100070,69426,"10038","(-74.00591810627952,40.70680749664262)"
505396,70821,"10312","(-74.16741773300511,40.53654862257353)"
300621,247200,"11231","(-74.00314125176963,40.66968575418378)"
101903,151446,"10026","(-73.94992483034787,40.804245044503745)"
203067,154704,"10458","(-73.88640123639799,40.85830224730007)"
303792,100001,"11207","(-73.89135761537666,40.66755642251769)"
504768,146250,"10306","(-74.11151672810844,40.554268895936545)"
308047,139996,"11236","(-73.90758805403262,40.6321387868622)"
203623,686131,"10473","(-73.8782099935367,40.82047143912295)"
307040,77595,"11224","(-74.01000694666035,40.57445758106515)"
205469,60806,"10465","(-73.8177156494226,40.83355949997729)"
410029,1700,"11435","(-73.80629248614709,40.69570415266441)"
300968,295088,"11215","(-73.98637979664483,40.67513834405595)"
100120,0,"","(-74.00368216519631,40.71151552453141)"
302171,290160,"11249","(-73.96642202825412,40.70425397217154)"
102014,149885,"10039","(-73.93739194204163,40.821393994158136)"
204893,95445,"10466","(-73.84047452900067,40.88154384185059)"
308056,75700,"11236","(-73.90818306231725,40.63044216334756)"
304919,105837,"11203","(-73.94474144971015,40.64624953191144)"
307457,151720,"11235","(-73.95644467057599,40.586580703220676)"
305426,138606,"11230","(-73.97541526899434,40.62855441795542)"
202556,106666,"10454","(-73.91525629846106,40.809481912855084)"
409070,65473,"11416","(-73.84527686577609,40.685971958464386)"
403614,100751,"11385","(-73.89640152658883,40.70768349622524)"
301994,118971,"11238","(-73.95809873264633,40.68235932251356)"
404453,46899,"11357","(-73.82501898140016,40.79352781042008)"
409106,42030,"11416","(-73.84183611807055,40.68431956290021)"
202509,181144,"10452","(-73.92564718241864,40.83497965457523)"
505279,100500,"10308","(-74.1506265781403,40.540146079957765)"
204846,141353,"10466","(-73.85611338617424,40.89259366741496)"
203773,172958,"10472","(-73.8789923835485,40.829922308035414)"
306885,123608,"11214","(-73.98535193970264,40.59218325193802)"
308290,140004,"11236","(-73.88540421847657,40.64085665946362)"
304278,99000,"11208","(-73.8745313770971,40.67001713125203)"
501008,133612,"10302","(-74.1294972427788,40.63789571228134)"
305561,131767,"11204","(-73.99002077606737,40.61760219416159)"
307617,130199,"11210","(-73.94141416933158,40.62611909534923)"
100737,57439,"10018","(-73.99520585399658,40.75742880953904)"
303758,80000,"11207","(-73.89209676185673,40.670490185431824)"
305888,140083,"11209","(-74.03352137382953,40.63545111497606)"
400695,1216,"11103","(-73.91536801980736,40.76117055051178)"
301682,149909,"11233","(-73.92733833358534,40.68177475954974)"
412186,6800,"11434","(-73.79076767337229,40.68671076519751)"
303673,100973,"11207","(-73.89372711700827,40.6769197095465)"
502410,311374,"10314","(-74.1590614835415,40.583452106272276)"
301077,139141,"11215","(-73.97425676800272,40.66969888445781)"
411473,1520,"11417","(-73.83303812510621,40.67895386839428)"
306027,137594,"11209","(-74.02440641325099,40.62184717206732)"
500418,54080,"10314","(-74.13769095494138,40.61970856879905)"
305619,140181,"11219, 11220","(-73.99837667205524,40.641084585329175)"
416065,162151,"11692","(-73.80254958973434,40.595628248631435)"
301815,141510,"11216, 11221","(-73.94313112312044,40.686702537307035)"
306564,179064,"11230","(-73.97362938858024,40.61528209820627)"
100432,261413,"10009","(-73.98547821405819,40.72534758718602)"
100474,138112,"10013","(-74.00105203378094,40.72170510108829)"
403878,80679,"11385","(-73.85694699186627,40.70532547385518)"
307077,162094,"11223","(-73.98332474698869,40.59938636629843)"
308665,99560,"11235","(-73.96297341699525,40.58035046236891)"
411781,2100,"11420","(-73.80262279056157,40.66934039086873)"
305387,160009,"11218","(-73.97571170722777,40.63701829115434)"
414140,16130240,"11414","(-73.84827932466315,40.650263812628936)"
100579,145216,"10013","(-74.00667836021064,40.725813865861795)"
300661,140148,"11232","(-73.99831620436743,40.65837425655064)"
400330,115841,"11106","(-73.93986277013872,40.7621191807021)"
307570,113700,"11210","(-73.95271975961478,40.62945225715727)"
202839,163276,"10452","(-73.91746027367525,40.837404688683556)"
308380,111092,"11234","(-73.91841751342189,40.61626481721848)"
413123,3700,"11413","(-73.75205389680404,40.675277378213444)"
205481,281087,"10465","(-73.8151105304616,40.830745955931114)"
304650,140790,"11212","(-73.92044373803658,40.65950343316459)"
505774,142300,"10312","(-74.18746203002972,40.55419540205953)"
307860,145330,"11234","(-73.93558788004103,40.619660866566534)"
202327,123392,"10455, 10451","(-73.91923071751684,40.8157315805611)"
101833,539901,"10025","(-73.96492872404774,40.79393386087604)"
204598,46791,"10467","(-73.86472661687596,40.871851779303405)"
402635,68074,"11378","(-73.9125816537173,40.71477232610082)"
100302,103075,"10002","(-73.99401730840584,40.7168762737266)"
500900,1240153,"10304","(-74.11285308396636,40.585066432330834)"
100830,167319,"10001","(-73.98866762473385,40.745668384148)"
503329,164531,"10305, 10304","(-74.08974926318443,40.591939006254655)"
301813,170100,"11216","(-73.9490157319966,40.686020916908106)"
101822,128387,"10026","(-73.95275632096093,40.80038107447702)"
300182,112482,"11201, 11217","(-73.98832442818366,40.687864997717575)"
303633,116967,"11212","(-73.90934887042982,40.65524089126306)"
304300,147073,"11207","(-73.89114908235658,40.66142921294895)"
307440,175924,"11235","(-73.95017116085607,40.589499754411904)"
408114,483,"11363","(-73.74304294997148,40.76924512320218)"
305392,160002,"11218","(-73.97005631006186,40.63765512687352)"
506302,72000,"10312","(-74.19003446204846,40.54332004134804)"
202583,1616296,"10465, 10454","(-73.9123841790085,40.79827167486413)"
409111,87049,"11417","(-73.84765427695572,40.68074174259778)"
304597,155634,"11212","(-73.92680009805116,40.66397304392827)"
507105,1891004,"10309","(-74.22339562150847,40.54441394771504)"
301181,172640,"11238","(-73.95946139618874,40.67154437875583)"
301769,149240,"11206","(-73.94175603005684,40.69435130166475)"
303378,130000,"11221, 11237","(-73.91070373580273,40.69569232039944)"
300957,132710,"11215","(-73.97692577325826,40.674624354682045)"
403733,157899,"11385","(-73.89053122275863,40.69540784185277)"
413101,1218,"11413","(-73.74723680245987,40.67669255206022)"
508029,22632,"10307","(-74.25070801846184,40.51120610422898)"
202440,105993,"10451","(-73.92329122365828,40.81872436537772)"
301196,12619,"11225","(-73.96076370393916,40.66376704546646)"
302991,9569,"11206, 11237","(-73.93186429201863,40.70730641355931)"
301990,106070,"11238, 11216","(-73.95511846739413,40.68382290413409)"
500328,121542,"10301","(-74.10454180684172,40.61677932357502)"
416139,41890,"11693","(-73.81534305535165,40.5845910319724)"
205878,107731,"10471","(-73.90117662465258,40.90891298717112)"
507747,136000,"","(-74.22773555932993,40.514502318319984)"
203922,129094,"10460","(-73.86516436296532,40.83867868640043)"
302007,209305,"11238","(-73.97032930520486,40.68356175001996)"
402657,923970,"11378","(-73.91028973128049,40.72758077236269)"
203184,137203,"10468","(-73.90062400964747,40.86117011162822)"
501264,185308,"10303","(-74.16780210504558,40.63898917913703)"
306234,139897,"11228","(-74.00504666124957,40.617428028001214)"
500445,37780,"10314","(-74.13743340512227,40.61784544975809)"
203432,2009531,"10473","(-73.85253509022714,40.80615633264287)"
300786,144122,"11220","(-74.00452016899763,40.64205991004612)"
410146,3786,"11433","(-73.79483047559273,40.69448218689092)"
302128,137053,"11249","(-73.96922985887626,40.710455141713915)"
100135,78628,"10007","(-74.00733323049221,40.71426392550338)"
301125,164988,"11238","(-73.9599964029169,40.67972387594466)"
301824,145011,"11216","(-73.94565565917945,40.68490144265021)"
301365,177241,"11213","(-73.93488822644963,40.67303330808406)"
308801,117062,"11235","(-73.9355941286972,40.58503463518947)"
203104,154001,"10458","(-73.88261286042784,40.85487576677507)"
308900,302400,"11229","(-73.9215032135134,40.58777953059465)"
413053,4000,"11413","(-73.75987994667244,40.668949201173255)"
306379,135333,"11214","(-73.99585413052655,40.60175714238068)"
503873,137627,"10306","(-74.08999866770593,40.571846851827786)"
306586,171369,"11230","(-73.97024421084042,40.61308402841007)"
