BlockNo,Area,Zip,Geom
307080,160000,"11223","(-73.98054493039933,40.599692115977284)"
500113,153887,"10301","(-74.08958585467892,40.633810665468026)"
406370,6000,"11355","(-73.83079562182185,40.74341600660548)"
504021,67858,"10306","(-74.11609939950645,40.56016401203447)"
503343,156943,"10305","(-74.0954475893868,40.587803016798695)"
500265,55000,"10301","(-74.10325949462647,40.62559360347236)"
205087,101399,"10470","(-73.85053306625198,40.902486291199224)"
101688,131098,"10035, 10029","(-73.93632431232295,40.79686679670101)"
503257,85160,"10305","(-74.07261226916296,40.59315149184325)"
502997,107449,"10305","(-74.07776733485967,40.60770619618155)"
502276,150000,"10306","(-74.13680621196616,40.577141144522294)"
503475,117600,"10305","(-74.08358597852437,40.58169084647256)"
505093,88476,"10306","(-74.13799647768182,40.55460895243534)"
409492,6055,"11419","(-73.81994944315521,40.69082444219468)"
304562,74700,"11208","(-73.87005987568777,40.66067503394119)"
504960,84367,"10306","(-74.13391761977753,40.5608944015368)"
205638,149043,"10464","(-73.78232360671798,40.83952992868135)"
400875,189835,"11102, 11105","(-73.91890821158174,40.77669289428436)"
101444,130538,"10021","(-73.95836674218573,40.766682040330366)"
304308,78997,"11207","(-73.88513072074142,40.66348320357527)"
308876,226084,"11229","(-73.92646592608966,40.5883825200391)"
204376,73775,"10469","(-73.85070152503128,40.860420442774135)"
205524,608368,"10465","(-73.80548620746825,40.81448824335146)"
300232,80605,"11201","(-73.99216754827029,40.69761184425697)"
303974,150600,"11208","(-73.88032081893463,40.67793728389361)"
305547,134519,"11204","(-73.98879289270756,40.61881594462963)"
403935,87225,"11356","(-73.84992036913036,40.7897102354954)"
302382,56152,"11211","(-73.95887152392793,40.71385364296902)"
413925,190337,"11414","(-73.85940600673378,40.65796097035319)"
411350,98424,"11417","(-73.84909540447524,40.67528624427249)"
505662,270462,"10312","(-74.17616957965197,40.55198433618604)"
400851,134402,"11102","(-73.91832254978236,40.772981388732575)"
203751,144328,"10472","(-73.86798415905558,40.82857684944611)"
504616,98308,"10308","(-74.1507725471661,40.55540965897542)"
404608,226876,"11357","(-73.79514708818009,40.79099154197829)"
506920,169741,"10309","(-74.20640847188577,40.53572443173492)"
102124,140548,"10032","(-73.939735712177,40.839810828563174)"
408954,18320,"11421","(-73.86186724915963,40.68481797856834)"
505097,91096,"10308","(-74.13951684791914,40.55375275119219)"
308070,76964,"11236","(-73.9040695289907,40.62858972957913)"
205045,161688,"10466","(-73.85342286464498,40.895723190331395)"
500676,80066,"10301","(-74.10657764191362,40.61150320820219)"
300056,117416,"11201","(-73.98189436382458,40.701781958999725)"
303446,120000,"11207","(-73.90683097789174,40.686509184428004)"
401960,1,"11368","(-76.30332679748535,42.09171562194824)"
307125,159913,"11223","(-73.97248328231859,40.595834454376885)"
409537,1820,"11419","(-73.82771544394424,40.685376898125895)"
205432,143918,"10465","(-73.82122186811308,40.82772258724203)"
301435,140016,"11233","(-73.90958189526302,40.67583021296411)"
101402,165686,"10065","(-73.96428178609865,40.76753567967439)"
102065,125936,"10031","(-73.9436503047261,40.8281125604311)"
506272,80860,"10312","(-74.18971421948658,40.5472680603479)"
300746,112176,"11232, 11220","(-74.01092404788831,40.649571869266175)"
502218,23500,"","(-74.16998740579447,40.60967018086767)"
500627,350285,"10304","(-74.0902128639383,40.61302073835991)"
301497,140107,"11233","(-73.91884964227263,40.68423953774391)"
308447,142006,"11234","(-73.90397069931603,40.61505752203478)"
501992,533291,"10314","(-74.14895219229197,40.590384706745766)"
411589,116928,"11414","(-73.83863768822994,40.66512893637591)"
203500,140825,"10473","(-73.85705566551644,40.8145318642727)"
302663,79053,"11222","(-73.93667289307368,40.72700255548176)"
308670,70502,"11235","(-73.96656621668826,40.57716354094436)"
507905,173869,"10307","(-74.24348337270841,40.500462701670926)"
300131,158986,"11201","(-73.98610040624278,40.69544271945963)"
506690,1099400,"10309","(-74.20327195603488,40.51167497212176)"
505226,286296,"10308, 10312","(-74.15694788533065,40.54651736239717)"
405212,3900,"11355","(-73.8152169753413,40.75290817147411)"
306210,140000,"11228","(-74.00819704287797,40.62128783749441)"
204383,67098,"10469","(-73.84691423576223,40.8592158176677)"
205537,242299,"10465","(-73.83191995850474,40.828592604146245)"
302780,79998,"11211, 11206","(-73.94812724368315,40.711626093982)"
306287,140003,"11214","(-73.99391142220347,40.60706250477347)"
504087,78148,"10306","(-74.10151744451126,40.561942108567884)"
301923,162500,"11205","(-73.96113637697746,40.69127624830897)"
503860,36182,"10305, 10306","(-74.08615901102479,40.574660730534916)"
503273,83589,"10305","(-74.07141935305236,40.59528608889146)"
303255,53218,"11221","(-73.92371878780446,40.69786933546656)"
500078,678748,"10310","(-74.10702706035488,40.641892190614186)"
305552,157998,"11204","(-73.99402105200129,40.62092749990086)"
302018,122849,"11238","(-73.96236006748573,40.68120508944589)"
301055,84565,"11215","(-73.98671689462974,40.66269612961859)"
205836,644447,"10471","(-73.89980106723844,40.89912305497053)"
500122,144709,"10301","(-74.09150288883522,40.63145716558456)"
302414,708025,"11249","(-73.96756339926793,40.7146180982446)"
500825,149610,"10314","(-74.13460761307655,40.602361304918546)"
403939,129214,"11356","(-73.84811016560049,40.78982749855542)"
500241,84745,"10301","(-74.10423274651339,40.619184292395516)"
100191,39453,"10013","(-74.0052730448553,40.719464215105184)"
204734,223781,"10469","(-73.85016829918989,40.873603576994185)"
101208,161100,"10025","(-73.96682091992001,40.791270500527126)"
506289,6000,"","(-74.18722017481512,40.54356074376985)"
303549,86316,"11212","(-73.9202960933004,40.66333761665009)"
307556,852453,"11210","(-73.95043219296484,40.631785699121565)"
506700,137831,"10309","(-74.1985280967369,40.51925456901759)"
505114,135783,"10308","(-74.14147065698435,40.551097248212514)"
404679,59695,"11357","(-73.81307899208886,40.786289636857404)"
204707,168561,"10469","(-73.8531529847055,40.87535179786725)"
305804,723200,"","(-74.03072834223451,40.64319618606699)"
308409,237273,"11234","(-73.91048226123951,40.61904188814488)"
404295,3225,"11354","(-73.84154750241586,40.773843150104746)"
403445,52402,"11385","(-73.90998105819624,40.70004790291575)"
306935,78435,"11214","(-73.99099797205822,40.588433635680396)"
203702,301994,"10473","(-73.84235487762744,40.82562426342337)"
414067,132144,"11414","(-73.84692900254801,40.650530891163555)"
202747,97905,"10459","(-73.88896067146347,40.822459845951826)"
301752,102364,"11205","(-73.95370933059878,40.69404632350643)"
308731,134040,"11235","(-73.94842069809019,40.58084690518212)"
500520,41959,"10304","(-74.08358408425752,40.62722818246051)"
413097,4000,"11413","(-73.75023353482776,40.67845435957644)"
303930,130000,"11208","(-73.88094892260057,40.68237985778512)"
504210,78287,"10306","(-74.11567174340644,40.57287317443308)"
303594,34750,"11212","(-73.91627573643922,40.65943938229088)"
501013,179441,"10302","(-74.12979753526604,40.635044657336714)"
500818,121812,"10314","(-74.12857169083918,40.59942245827084)"
504788,102599,"","(-74.11213236695289,40.55222428489624)"
306377,134859,"11214","(-73.9973305806041,40.602647302532304)"
400686,67569,"11103","(-73.91085971968067,40.768273892362295)"
505640,86742,"10312","(-74.1736987371322,40.55308312906289)"
403865,65274,"11385","(-73.8561800295304,40.70303463893567)"
408862,205371,"11421","(-73.857278992915,40.694102283686846)"
500131,458023,"10301","(-74.09947454333728,40.6327626492746)"
409544,4000,"11417","(-73.83319013471406,40.679793839378476)"
307693,194138,"11234","(-73.94307526144856,40.615272254668646)"
411675,4151,"11420","(-73.8078789756797,40.67879345410645)"
401405,4000,"11369","(-73.87526579472947,40.75973193316113)"
205568,285501,"10465","(-73.82812833752313,40.822076588231056)"
203775,174678,"10472","(-73.87715800795597,40.830168007159244)"
302731,107474,"11211","(-73.95112391729121,40.71784808785818)"
204163,44402,"10461","(-73.83301046109727,40.845891342774046)"
304207,86295,"11208","(-73.86270964163168,40.678467922984844)"
203962,1500000,"10462","(-73.8540510330557,40.84111261912285)"
306294,139990,"11228, 11214","(-74.0057510383202,40.61330228766753)"
411493,65104,"11417","(-73.84240620847059,40.67428349072284)"
402826,1600,"11379","(-73.88071598643876,40.725521691543584)"
500184,1054612,"10310, 10303","(-74.11461758649696,40.64309782631499)"
503314,126702,"10304","(-74.09296894964771,40.5927228442652)"
308038,147930,"11236","(-73.90559910653515,40.63600475099489)"
307086,167628,"11223","(-73.97405107998134,40.60040645934784)"
101246,136755,"10024","(-73.9797907788547,40.78839715431814)"
416036,40000,"11692","(-73.79791522545749,40.59520793457253)"
306348,139952,"11214","(-73.99236302879537,40.60156146077411)"
302517,660751,"11222","(-73.94294453712268,40.734485220478284)"
101785,122937,"10035","(-73.93680143629028,40.80035895438238)"
202404,88150,"10451","(-73.91586958116616,40.82224827195034)"
305053,124081,"11226","(-73.9629316800643,40.65401511665897)"
403955,48000,"11356","(-73.84034649061351,40.791076126968505)"
505592,150777,"10312","(-74.16759782016356,40.54183668612881)"
409225,1349,"11418","(-73.83698869096209,40.69719502847795)"
400626,180592,"11103","(-73.9195838497218,40.764376354985)"
203263,789387,"10463","(-73.89549931383054,40.883610009764105)"
500391,1058476,"10302, 10314","(-74.13535551157186,40.6225742280053)"
306331,140000,"11214","(-73.99118863549901,40.60268661842237)"
400769,126792,"11105","(-73.9039208218516,40.76969189895917)"
500056,106981,"10301","(-74.09038262730043,40.640314896077)"
503404,93428,"10305","(-74.07136600491364,40.59194327886957)"
307842,130675,"11234","(-73.93253070083583,40.622115608081536)"
504711,118145,"10306","(-74.1279691097989,40.55822896452985)"
504364,69384,"10306","(-74.12784806687043,40.56801956884818)"
506319,222614,"10312","(-74.1936025150909,40.544872090272186)"
100607,164574,"10011","(-73.99945102651765,40.73630679585581)"
300546,96833,"11231","(-74.01060741365045,40.67814692897438)"
403025,74066,"11379","(-73.8869926890098,40.71564226994169)"
502841,367613,"10304, 10305","(-74.07224843046043,40.61858574496805)"
506160,107017,"10309","(-74.21107089748445,40.551721489223034)"
503042,86370,"10305","(-74.07417846800597,40.60120292443461)"
300456,58522,"11215","(-73.98476328526722,40.675861907047214)"
305037,193975,"11225","(-73.95857514964922,40.65854646883586)"
506393,53837,"10312","(-74.16822657351645,40.52471731036357)"
305583,120649,"11232, 11219","(-73.99429652672595,40.64499017812049)"
306544,159979,"11230","(-73.96642629980586,40.61853026217721)"
305523,134413,"11219, 11204","(-73.9939228720272,40.624646460687025)"
203454,143978,"10473","(-73.85700537089708,40.81016978115081)"
304067,94269,"11208","(-73.88091651586952,40.66909161503629)"
403809,110292,"11385","(-73.86583749499727,40.709643598355726)"
503688,61791,"10306","(-74.1007633341722,40.578578310094926)"
404628,131549,"11357","(-73.8200353412399,40.78354458291391)"
205807,157521,"10471","(-73.90112459847882,40.8921450373727)"
306041,139975,"11209","(-74.03791506172655,40.62466071670052)"
504405,77000,"10306","(-74.13766667144216,40.57244508933568)"
302391,92675,"11249","(-73.96383533315692,40.71509652711995)"
300465,103321,"11231","(-73.99303677139997,40.67707418047241)"
300993,140171,"11215","(-73.98623013496181,40.67126011728746)"
301312,170521,"11225, 11213","(-73.94126948968416,40.66444534986063)"
302225,109350,"11211, 11206","(-73.95688514145307,40.701673772675676)"
506568,92153,"10312","(-74.18823000112913,40.53071061756769)"
507626,188445,"10309","(-74.24037838865652,40.52369156265836)"
500625,76873,"10304","(-74.08887778294333,40.61223820773756)"
404543,163810,"11357","(-73.80477014440362,40.79493476500655)"
303565,66025,"11212","(-73.91896833391682,40.66201654985628)"
302971,80000,"11237","(-73.92449868009196,40.71188645571915)"
503211,22330,"10305","(-74.0854842732653,40.59980276566239)"
400789,165040,"11105","(-73.89875589919141,40.77609566903745)"
504975,60000,"10306","(-74.13082034346529,40.557623822722014)"
204574,108123,"10469","(-73.86086308763751,40.87044659148281)"
303840,82188,"11207","(-73.89295607865745,40.66265566570418)"
202914,107800,"10457","(-73.90101183311063,40.84076842960534)"
307994,118604,"11236","(-73.90885916356679,40.64220492073393)"
305899,101600,"11209","(-74.01846249562828,40.63021563268088)"
415804,2048,"11691","(-73.76133342083627,40.595403563692116)"
204369,141353,"10469","(-73.85398524732932,40.860432405198836)"
306722,159999,"11230","(-73.963959443197,40.621242410240065)"
306494,101104,"11230","(-73.97065017897407,40.62970808814709)"
409162,94833,"11417","(-73.84507747062983,40.67949636072999)"
500414,34086,"10302, 10314","(-74.13890192900871,40.62146437337653)"
500173,102058,"10310","(-74.11575361576233,40.63774722771078)"
305954,171880,"11228","(-74.01627839188063,40.62421167160276)"
503806,65481,"10306","(-74.09035381542387,40.573878719113885)"
308603,38000,"11234","(-73.9095680750437,40.60544867314171)"
305149,133725,"11226","(-73.96150584675145,40.64364703962736)"
306252,139997,"11214","(-73.98995958263552,40.607405832269905)"
300713,112095,"11232","(-74.00799757146163,40.65236753660005)"
407519,5500,"11364","(-73.74767732840243,40.754555814821344)"
503578,148820,"10306","(-74.11071583579023,40.58096973559515)"
100203,75755,"10013","(-73.99622420096799,40.716954330336534)"
506397,31511,"10312","(-74.16676356054315,40.5256674339281)"
412245,4000,"11434","(-73.78320355693657,40.68179316627747)"
101530,124617,"10028","(-73.95359385618296,40.777351007400235)"
307723,155160,"11210","(-73.93858305675593,40.63339286479211)"
306278,139838,"11228","(-74.01396883506591,40.61917725941919)"
500582,84197,"10304","(-74.08292577885922,40.63065687744428)"
203041,112226,"10458","(-73.89169252819778,40.85860714737936)"
202581,94891,"10455","(-73.90706269297151,40.812006276787535)"
414010,107494,"11414","(-73.84296502921664,40.657868231214124)"
300212,34821,"11201","(-73.9912635717211,40.70035729924667)"
305277,84147,"11218","(-73.97544609365346,40.652284211996914)"
400587,750,"11106","(-73.92857639142079,40.76052023919478)"
101341,132909,"10017","(-73.96802605361934,40.75344381079101)"
404042,145848,"11356","(-73.84633217755474,40.78685913446644)"
500203,106318,"10310","(-74.12473891037835,40.63466996113413)"
100225,57074,"10013","(-74.00876851029905,40.723676108247275)"
304225,80400,"11208","(-73.86329013482761,40.67717778185288)"
411572,1320590,"11417","(-73.83800326068705,40.66727759790416)"
304339,90000,"11208","(-73.877719188841,40.66511202900333)"
204972,138239,"10466","(-73.82877565692738,40.8900752568789)"
501284,813936,"","(-74.16968053040517,40.63198517506821)"
404466,2030459,"11357","(-73.82270120630433,40.79855606988144)"
403919,943,"","(-73.84555876109013,40.792690085450516)"
501497,204831,"10314","(-74.15439917059899,40.61727157024732)"
302629,124000,"11222","(-73.94449145870949,40.72846262548847)"
205393,97447,"10461","(-73.8320424411891,40.8416895579266)"
500199,190526,"10310","(-74.12393260113951,40.63655816394607)"
205526,382789,"10465","(-73.80217068387522,40.81578648236847)"
508023,125449,"10307","(-74.24503728972981,40.5135293311191)"
303165,119999,"11237","(-73.92798080310546,40.70314276596159)"
301370,178898,"11213","(-73.93774775243794,40.67229827180674)"
301394,154153,"11213","(-73.93809103611754,40.66858480921728)"
300038,48503,"11201","(-73.98910129996057,40.70284707923123)"
412089,7140,"11436","(-73.79547846266838,40.6686751869653)"
308502,140001,"11234","(-73.93263526131176,40.61031904517682)"
203214,234389,"10468","(-73.9019264932078,40.865796380607506)"
504580,110222,"10308","(-74.14855773393352,40.56118016781778)"
502780,533909,"10314","(-74.18790785253253,40.59618459908934)"
304076,99755,"11207","(-73.8864334336536,40.66669013355403)"
505334,111188,"10312","(-74.16400813040818,40.53784459008376)"
504726,79410,"10306","(-74.12246398963735,40.55846504675153)"
304746,108080,"11236","(-73.91956906605057,40.648543698264625)"
414047,108950,"11414","(-73.84028109801027,40.65478652891873)"
403498,114763,"11385","(-73.90232230820827,40.707726498405165)"
308711,174261,"11235","(-73.95621653506282,40.581135127831196)"
301431,130000,"11233","(-73.92057065492146,40.676427962678815)"
301941,91549,"11205","(-73.95665674411126,40.69001560459905)"
202374,197478,"10455","(-73.91621528796834,40.817810582750575)"
302328,80002,"11211","(-73.9573809249221,40.71715550527872)"
403416,89984,"11385","(-73.91975528607489,40.7090364638519)"
411451,416260,"11414","(-73.8439359494278,40.66652514299052)"
404723,3910,"11357","(-73.80752944094768,40.78547646378608)"
503321,110203,"10304","(-74.09777482721441,40.58899916289819)"
505769,55200,"","(-74.19220498536377,40.56111666556764)"
203443,139985,"10473","(-73.85559247502366,40.80822347911447)"
204392,125991,"10469","(-73.84383154896977,40.86022234199524)"
308607,178837,"11234","(-73.90731940889185,40.60720883064628)"
400556,85137,"11106","(-73.93182062858548,40.76396355402387)"
301734,146737,"11205","(-73.95586510437418,40.69574234200005)"
301730,144264,"11206","(-73.94830505426026,40.698108744198684)"
101390,163509,"10021","(-73.96383052948605,40.77407395248066)"
411358,140971,"11417","(-73.85719552911048,40.67186892016423)"
404606,72340,"11357","(-73.79714029541529,40.79070417134581)"
409135,97687,"11417","(-73.85760037831899,40.677327115582045)"
414151,75198,"11414","(-73.83746172332603,40.66349019569383)"
404020,105000,"","(-73.8533245878027,40.78752164830726)"
203937,195012,"10462","(-73.86215860269306,40.83751170678323)"
400451,42300,"11101","(-73.95125804143171,40.750023823118376)"
409481,5163,"11419","(-73.81418853893267,40.69363250902571)"
503538,239564,"10305","(-74.09636505306217,40.58625307096694)"
204158,118670,"10461","(-73.83327340566453,40.8444890156253)"
303987,80924,"11208","(-73.88261967154934,40.67581121196651)"
401427,2000,"11369","(-73.87086249450776,40.75846772612424)"
413923,152022,"11414","(-73.86034134514591,40.65910298784715)"
500081,58439,"10301","(-74.08884438076558,40.63866254634523)"
307853,145000,"11234","(-73.92196993533136,40.62278838702331)"
306375,135377,"11214","(-73.99876950233491,40.60351903629546)"
100810,145459,"10001","(-73.98888616372575,40.75071416918708)"
100883,166915,"10016","(-73.98268766361798,40.74233563206395)"
306979,567604,"11224","(-74.00178576103838,40.577950920620125)"
416221,116666,"11694","(-73.84559704915966,40.57800256319759)"
101295,162954,"10016, 10017","(-73.97674233219398,40.750456944147906)"
304827,172681,"11225, 11226, 11203","(-73.94875249665749,40.65675887426034)"
306957,120033,"11224","(-74.00729808639367,40.57957482665983)"
500311,49864,"10310","(-74.11599735751814,40.6274850545975)"
501220,75483,"10303","(-74.15730002273861,40.62991049792965)"
306449,107021,"11214","(-73.99695061593722,40.597144454612014)"
300016,151554,"11201","(-73.99009727258677,40.70439421618741)"
301428,130085,"11203","(-73.93870087317686,40.66271149029809)"
100522,94958,"10012","(-73.99549917247562,40.725732473087916)"
412935,2325,"11413","(-73.74338677334666,40.6786618459765)"
409678,6680,"11435","(-73.80691707062773,40.70266360055691)"
301477,112822,"11233, 11212","(-73.92177369559542,40.66799284832382)"
507998,580460,"10307","(-74.24836581958651,40.51531448894459)"
300429,112535,"11231","(-73.99257655243133,40.68154960740213)"
404037,94993,"11356","(-73.85090176785025,40.78657470767246)"
505675,149576,"10312","(-74.18004673919609,40.55444873517403)"
308414,127422,"11234","(-73.90650019779716,40.62173930350945)"
304759,122011,"11203","(-73.93117073429504,40.645297704710366)"
205799,134611,"10463","(-73.91003796954735,40.88767761121973)"
306089,116341,"11209","(-74.02740582199864,40.61786934526764)"
301437,117651,"11233, 11212","(-73.90492211492727,40.67559331693186)"
304973,155000,"11203","(-73.9393260525294,40.640343202731174)"
401852,1768,"11373","(-73.87169057533853,40.73997622144277)"
504007,496317,"10306","(-74.1140243640915,40.56092621783626)"
303985,70830,"11208","(-73.88427832353246,40.67555972089095)"
100764,160045,"10011","(-74.00083062755527,40.739510511854235)"
505257,123960,"10308","(-74.15322383254777,40.54315778075987)"
305062,132978,"11226","(-73.96107442200007,40.65332966029954)"
500898,696884,"10304","(-74.10989679479069,40.58475093956577)"
301383,168285,"11213","(-73.9351561240664,40.67034758496537)"
301794,169889,"11216","(-73.94960257951314,40.68894960259967)"
302289,116020,"11249","(-73.95705632440433,40.72157090430662)"
306889,117295,"11214","(-73.99495051834374,40.595625809152864)"
404109,132526,"11357","(-73.82757567618559,40.785617987300974)"
402394,13950,"11378","(-73.89767455391662,40.726123472286524)"
203933,102510,"10462","(-73.85456057469236,40.835088186191335)"
305428,201334,"11230","(-73.96977024917592,40.63126868527108)"
300197,106475,"11217","(-73.98276660959094,40.68412204137843)"
307398,169164,"11229, 11235","(-73.9567696394334,40.59330202135594)"
304236,78002,"11208","(-73.86852958313912,40.675218343962136)"
506670,467182,"10309","(-74.19530924191689,40.517285234874585)"
101303,165679,"10017","(-73.97302902167387,40.7555508040704)"
203919,135837,"10460","(-73.86781173975481,40.83905329855858)"
307042,80140,"11224","(-74.0076813423184,40.573809245976435)"
306672,154865,"11223","(-73.98099072124629,40.602050254832974)"
500847,95461,"10304","(-74.09320574097555,40.60255751379768)"
303114,87500,"11206","(-73.94155819357182,40.702744330235454)"
416250,75600,"11694","(-73.85830711450365,40.5776253701113)"
305275,173904,"11218","(-73.97465346147723,40.65370587357116)"
506805,559997,"10309","(-74.21084836895625,40.52298349232077)"
203328,430574,"10467","(-73.87932527426644,40.882848705430746)"
307578,106555,"11210","(-73.94480054215191,40.63065590996362)"
205852,87684,"10471","(-73.89789717449928,40.90391596871648)"
400620,206121,"11102","(-73.91836620393636,40.76889778456544)"
411804,1640,"11420","(-73.82257917961152,40.670644452218596)"
301640,149994,"11221","(-73.93434302206049,40.68695931595157)"
203821,157938,"10462","(-73.8495769927921,40.832495196173475)"
305187,93953,"11226","(-73.9563994903439,40.64237462996795)"
101554,130896,"10128","(-73.94800533554744,40.78087902979059)"
205306,640270,"10461, 10465","(-73.83213727695585,40.83318904658141)"
306960,120110,"11224","(-74.00717713406135,40.578898359590696)"
414173,100738,"11414","(-73.83863816288435,40.65848716330875)"
306908,50494,"11214","(-73.99183881442109,40.59172242884403)"
501198,288206,"10303","(-74.15360581338325,40.627064804185345)"
406363,2225,"11355","(-73.8320536258649,40.74566916769969)"
202536,81652,"10452","(-73.92422075792902,40.843238239651214)"
205874,51117,"10471","(-73.89721240230878,40.90925923226816)"
403773,110682,"11379","(-73.87655284166183,40.712655501601255)"
202389,163355,"10456","(-73.90790585462032,40.83077135056672)"
505613,296747,"10312","(-74.17083278918165,40.55897592565169)"
403555,172634,"11385","(-73.90119552830265,40.69548117126085)"
304753,140052,"11236","(-73.9146685836873,40.651990349889424)"
205276,49032,"10475","(-73.82724187669321,40.88400403810538)"
402710,134428,"11378","(-73.90311642565756,40.72396207555954)"
100700,214746,"10001","(-74.00307113281917,40.75173422895678)"
303383,119990,"11221","(-73.91290118711935,40.69225953487606)"
500658,60102,"10301","(-74.10020794788963,40.61276141068334)"
402716,113546,"11378","(-73.9008076835091,40.7235392918496)"
304900,107381,"11203","(-73.93371360595576,40.65074365765968)"
301585,150000,"11206","(-73.9391591907582,40.69615343733399)"
409290,142622,"11418","(-73.8415024508814,40.69426452548977)"
503969,1137949,"10306","(-74.11082479219826,40.56660406760781)"
303989,79948,"11208","(-73.88079872227382,40.676068504017)"
205050,141930,"10466","(-73.85122543961933,40.896471676420184)"
308764,112496,"11235","(-73.9567297733624,40.58399740748944)"
503299,172852,"10304","(-74.0996137032039,40.592768011687575)"
503590,121854,"10306","(-74.10461252811052,40.578050444330856)"
203995,107124,"10462, 10461","(-73.8506792715167,40.8407084696477)"
202341,140295,"10451","(-73.92833000628377,40.81474636227982)"
302133,29086,"11211","(-73.96176968841218,40.709498574572)"
303053,80000,"11206","(-73.94240935861502,40.70779687753275)"
504470,254026,"10306","(-74.13673674173475,40.56582505584681)"
102005,248191,"10027","(-73.95894619005502,40.82092407744023)"
303873,80488,"11207","(-73.89815567997216,40.65663293114637)"
506162,35191,"10309","(-74.20968490013013,40.55115350454695)"
502360,420825,"10314","(-74.1602406377138,40.59369828934976)"
303392,129997,"11221, 11237","(-73.90919965693521,40.69483656551604)"
403063,68951,"11379","(-73.87575364267421,40.71513174354216)"
503664,35275,"10306","(-74.09704799675482,40.5817942749228)"
305808,42437,"11220","(-74.02098459755773,40.63923100703516)"
400590,59251,"11102, 11106","(-73.92428895937886,40.765375255534956)"
505406,90733,"10312","(-74.16324550450896,40.53047047774953)"
306337,140000,"11228","(-74.01688259572619,40.61637521471428)"
307206,145307,"11223","(-73.98173232907988,40.58598892015654)"
503233,85875,"10305","(-74.07593845474986,40.600249700832364)"
301910,103849,"11205","(-73.9604431201328,40.69326928482077)"
504160,1569979,"10306","(-74.11075081814958,40.55608641571158)"
101978,375650,"10027","(-73.95869691066132,40.812515211709616)"
203805,180456,"10462","(-73.85610008945744,40.83320650150133)"
203236,501602,"10468, 10463","(-73.90961624166289,40.8644863114482)"
500823,248050,"10314","(-74.1337217218755,40.60237797975339)"
304687,99849,"11236, 11212","(-73.92024924074678,40.65364686459152)"
400718,115589,"11103","(-73.90648893602585,40.76691479252533)"
400840,162028,"11102","(-73.91771084467125,40.771904173722845)"
501981,129983,"10314","(-74.13896186285815,40.60115668771511)"
503682,128324,"10306","(-74.09471960921486,40.57922649185497)"
308430,140000,"11234","(-73.90689374432934,40.61878538802171)"
506269,144431,"10312","(-74.18787351552861,40.54634666243912)"
502843,130500,"10305","(-74.07348104061975,40.61677959661484)"
100395,156514,"10009","(-73.97752768117958,40.72797139762031)"
306081,144959,"11209","(-74.03096004061064,40.62010235318669)"
411169,3000,"11429","(-73.73394552922818,40.710499029039376)"
203115,286917,"10458","(-73.88184558852029,40.855401581584765)"
304322,85488,"11207","(-73.89161727630943,40.65913460208906)"
100995,139063,"10036","(-73.98524116120258,40.75578301132431)"
302595,70000,"11222","(-73.95425882709989,40.72718629958267)"
409337,4000,"11418","(-73.82261293322964,40.700764580826295)"
407515,5000,"11364","(-73.74935570703815,40.75480563672815)"
400310,79956,"11101","(-73.93532474560257,40.734941490397645)"
408880,12227,"11421","(-73.85164263830548,40.69405614243468)"
308403,140005,"11234","(-73.91592857720262,40.61550490653145)"
502373,399560,"10314","(-74.15121956073233,40.588130124305096)"
305628,144725,"11219","(-73.9923462236326,40.636530642989555)"
505486,115623,"10312, 10308","(-74.16129658350941,40.55174457693933)"
308168,136628,"11236","(-73.90113599978834,40.64714101328938)"
400545,71025,"11102","(-73.92636668342664,40.77051003099034)"
301507,154678,"11233","(-73.91315763637813,40.683388747401914)"
411408,22087,"11417","(-73.8440027428697,40.670672994127564)"
307794,153000,"11234","(-73.9311415773969,40.6268022494174)"
500180,218918,"10310","(-74.1153551221895,40.63231207523833)"
303060,166400,"11206","(-73.94559391720432,40.706391055528606)"
505370,67105,"10312","(-74.16061768094906,40.53416080101919)"
403595,99260,"11385","(-73.89265037773396,40.699534625149056)"
306047,140000,"11209","(-74.03552417454672,40.62334515290962)"
503707,169831,"10305","(-74.08627064941817,40.58205448360494)"
507035,141626,"10309","(-74.21283550663267,40.545007858610646)"
307154,149182,"11223","(-73.96853308025591,40.59411991864563)"
305473,147406,"11204","(-73.9840298619158,40.62695389092917)"
412199,7400,"11434","(-73.78616481139247,40.687176213541356)"
304812,539960,"11203","(-73.94102071595745,40.65885091223486)"
301578,46951,"11206","(-73.94083235437245,40.69970718578818)"
412113,4950,"11436","(-73.79229055832205,40.66809460859381)"
307239,477660,"11235","(-73.96486610894978,40.585646313621965)"
304906,137200,"11203","(-73.94398676409998,40.648164939159535)"
301301,138574,"11225","(-73.95947033592829,40.66515219718026)"
413363,5532,"11413","(-73.76030313091957,40.65997698593439)"
202790,126878,"10457","(-73.90541113656145,40.84357916593822)"
301622,149753,"11221","(-73.92907855504144,40.690562095784195)"
308199,107188,"11236","(-73.90397480869672,40.64007481150635)"
410955,4000,"11412","(-73.75876285267431,40.7032797539813)"
301356,176815,"11213","(-73.92642089612602,40.674367987195104)"
412069,2697,"11436","(-73.79495350787705,40.670959847062946)"
301703,140108,"11233","(-73.92601003411019,40.67872265615199)"
305637,140173,"11220","(-74.0023109778912,40.64072739074986)"
308043,87059,"11236","(-73.90977731156265,40.6312640384267)"
400976,87000,"11370","(-73.88945276017596,40.77016354937262)"
300278,61101,"11201","(-73.99170713923836,40.68911571818295)"
307088,196990,"11223","(-73.9653121117606,40.601374843935574)"
